"Answer Options","Audience %","Data point %","Universe","Index","Response"
"Schooling until age 16","0","100","0","100","0"
"Schooling until age 18","0","100","0","100","0"
"Trade / technical school or college","0","100","0","100","0"
"University degree","0","100","0","100","0"
"Postgraduate degree","0","100","0","100","0"
""
"Source: GlobalWebIndex"
"Question: What best describes your final level of education?"
"Message: Since Q2 2009. This question is asked to all respondents. Education options are localized in each country and then allocated to these groups based on the ISCED classification."
"Options: N/A"
"Base: All Internet Users"
"Countries: "
"Waves: Q2 2017"
"Export Date: 07 October 2017"